"DateTime","Modeled Historical","Historical Range (low)","Historical Range (high)","RCP 2.6 Median","RCP 2.6 Range (low)","RCP 2.6 Range (high)","RCP 4.5 Median","RCP 4.5 Range (low)","RCP 4.5 Range (high)","RCP 8.5 Median","RCP 8.5 Range (low)","RCP 8.5 Range (high)"
"2089-01-01 00:00:00",,,,391.37,314.34,432.88,377.84,310.63,438.28,442.6,400.63,591.73
"2090-01-01 00:00:00",,,,374.23,314.82,435.94,369.61,307.81,460.89,447.17,361.98,572.98
"2091-01-01 00:00:00",,,,390.42,305.99,438.87,396.48,336.11,478.73,456.94,379.15,554.54
"2092-01-01 00:00:00",,,,396.35,321.35,437.22,419.1,345.55,489.77,437.82,342.12,554.49
"2093-01-01 00:00:00",,,,396.16,324.54,516.46,390.19,301.42,463.29,459.14,402.07,542.56
"2094-01-01 00:00:00",,,,376.31,312.87,492.25,395.19,345.85,456.11,471.5,346.56,551.51
"2095-01-01 00:00:00",,,,371.9,311.19,452.96,394.75,342.14,505.13,427.59,379.75,577.54
"2096-01-01 00:00:00",,,,365.55,334.38,458.88,401.24,339.89,475.02,508.62,370.13,583.32
"2097-01-01 00:00:00",,,,390.19,318.45,474.46,383.52,352.04,463.18,462.96,382.64,534.88
"2098-01-01 00:00:00",,,,379.91,317.12,448.5,415.76,323.47,482.77,465.29,373.65,612.88
"2099-01-01 00:00:00",,,,378.05,332.21,434.62,408.29,354.12,498.17,492.85,416.58,593.21
"2100-01-01 00:00:00",,,,373.6,331.83,448.88,417.89,316.07,484.95,485.51,362.04,612.1
