"DateTime","Modeled Historical","Historical Range (low)","Historical Range (high)","RCP 2.6 Median","RCP 2.6 Range (low)","RCP 2.6 Range (high)","RCP 4.5 Median","RCP 4.5 Range (low)","RCP 4.5 Range (high)","RCP 8.5 Median","RCP 8.5 Range (low)","RCP 8.5 Range (high)"
"2066-01-01 00:00:00",,,,465.17,394.3,619.32,503.45,380.56,580.67,580.35,447.35,709.21
"2067-01-01 00:00:00",,,,500.21,409.99,552.53,502.78,412.31,621.25,535.36,415.96,710.59
"2068-01-01 00:00:00",,,,488.61,433.69,652.04,493.83,418.51,647.74,548.3,479.17,679.23
"2069-01-01 00:00:00",,,,483.24,418.9,587.43,510.4,421.4,600.78,575.68,473.13,692.22
"2070-01-01 00:00:00",,,,466,388.53,558.94,489.41,366.98,580.7,542.78,445.51,617.49
"2071-01-01 00:00:00",,,,480.51,423.11,614.76,499.05,441.53,541.9,527.88,470.2,672.77
"2072-01-01 00:00:00",,,,481.15,407.39,606.69,491.78,438.63,607.5,516.94,429.81,634.27
"2073-01-01 00:00:00",,,,507.24,442.83,604.24,516.55,411.52,615.59,535.85,467.06,661.17
"2074-01-01 00:00:00",,,,500.18,395.27,588.85,497.35,423.51,578.85,570.59,441.01,636.36
"2075-01-01 00:00:00",,,,449.22,370.79,593.23,469.48,375.67,605.95,559.76,487.16,742.31
"2076-01-01 00:00:00",,,,482.32,419.08,565.47,517.3,424,600.08,546.29,476.75,657.75
"2077-01-01 00:00:00",,,,471.58,401.89,581.71,541.68,388.39,607.45,565.72,471.41,650.37
"2078-01-01 00:00:00",,,,499.43,410.08,568.71,493.6,417.44,609.45,521.53,446.15,688.6
"2079-01-01 00:00:00",,,,489.35,390.58,549.18,546.89,462.94,613.38,571.53,480.94,658.39
"2080-01-01 00:00:00",,,,492.11,387.17,603.36,497.9,393.98,648.56,565.47,496,722.26
"2081-01-01 00:00:00",,,,473.32,417.3,624.35,506.74,434.53,647.07,572.09,520.76,665.56
"2082-01-01 00:00:00",,,,470.49,373.09,578.16,507.68,424.7,587.02,557.07,480.99,702.53
"2083-01-01 00:00:00",,,,464.01,340.38,578.6,516.11,416.59,573.2,572.35,466.89,690.23
"2084-01-01 00:00:00",,,,483.08,429.85,593.76,495.62,436.97,590.43,620.23,494.14,750.81
"2085-01-01 00:00:00",,,,511.88,393.07,593.92,508.41,459.03,595.79,553.09,445.67,646.83
"2086-01-01 00:00:00",,,,451.43,371.94,554.96,486.43,423.22,604.02,579.4,482.07,729.67
"2087-01-01 00:00:00",,,,498.23,404.83,570.8,504.48,375.58,632.79,564.76,514.56,673.22
"2088-01-01 00:00:00",,,,497.54,422.5,570.75,530.05,408.87,621.01,608.74,499.47,712.81
"2089-01-01 00:00:00",,,,452.7,395.84,528.64,535.72,432.43,582.53,605.04,474.25,721.85
"2090-01-01 00:00:00",,,,481.28,391.46,595.4,515.16,433.52,645.28,595.97,458.41,697.87
"2091-01-01 00:00:00",,,,507.51,425.75,551.58,506.19,435.5,636.56,522.18,413.88,706.16
"2092-01-01 00:00:00",,,,450.8,391.61,572.01,525.15,443.84,610.72,602.65,508.25,669.1
"2093-01-01 00:00:00",,,,502.17,393.45,577.23,541.89,428.71,657.99,603.83,510.81,753.69
"2094-01-01 00:00:00",,,,466.48,380.11,555.64,493.71,422.53,561.91,609.44,440.39,756.69
"2095-01-01 00:00:00",,,,470.69,400.55,565.56,483.28,396.63,599.6,638.85,469.99,787.21
"2096-01-01 00:00:00",,,,490.79,377.8,572.18,526.15,470.53,570.67,579.75,458.58,693.63
"2097-01-01 00:00:00",,,,465.93,416.67,618.4,516.97,423.73,608.69,646.53,502.86,785.74
"2098-01-01 00:00:00",,,,484.28,381.17,588.66,514.02,391.86,627.23,563.79,488.67,666.41
"2099-01-01 00:00:00",,,,437.54,363.87,590.46,535.04,419.24,645.53,625.16,500.48,688.25
"2100-01-01 00:00:00",,,,478.4,425.19,591.08,517.87,412.88,676.53,568.29,459.59,705.81
